Date,Open,High,Low,Close,Volume,Change,Name,Code,MA20,Stddev,Upper,Lower,PB,II,IIP21,TP,Positive_MF,Nagative_MF,MFR,MFI10
2022-03-22,5590,5810,5560,5810,243735,0.04308797127468589,ES큐브,050120,5547.0,207.4430803151029,5961.886160630206,5132.113839369794,0.8169544141946151,7.818875123208737,0.0010717738750034627,5726.666666666667,1395789100,0,4.125364255113099,80.48919159253134
2022-03-22,11400,11400,11000,11300,77517,-0.004405286343612369,HLB제약,047920,10747.0,418.29352577911953,11583.58705155824,9910.41294844176,0.8305095381108124,7.584140244534284,0.004803997288410857,11233.333333333334,0,870774300,4.271124599048909,81.02871633540147
2022-03-22,13700,13750,13450,13600,194532,-0.007299270072992692,가온미디어,078890,12800.0,592.0526293377129,13984.105258675427,11615.894741324573,0.8378078064170167,6.5805405155063,0.001819426010002926,13600.0,0,2645635200,4.195125383688436,80.75118642680343
2022-03-22,4500,4565,4375,4405,3686886,0.0022753128555177415,고려시멘트,198440,3904.5,413.21556768949495,4730.93113537899,3078.06886462101,0.802808049318276,3.4678818899716344,9.809117782688647e-05,4448.333333333333,16400497889,0,5.184766355863997,83.83124046307967
2022-03-22,9910,10300,9820,9990,1904680,0.02566735112936347,국전약품,307750,8793.0,961.7588056003008,10716.517611200601,6869.482388799399,0.811148697841365,3.4079536196753133,0.00017463178126716982,10036.666666666666,19116638266,0,7.1336272745384655,87.70536236482826
2022-03-22,4440,4445,4315,4320,461101,-0.03247480403135494,깨끗한나라,004540,4178.0,111.15896696671348,4400.317933933427,3955.682066066573,0.8193624497304871,10.535177821812928,0.0024509175353616525,4360.0,0,2010400360,4.17732724445842,80.6850146266038
2022-03-22,4935,4980,4735,4780,1675391,-0.0333670374115268,대양금속,009190,4369.0,329.1560183331391,5027.312036666278,3710.6879633337217,0.812161996977393,4.442659188101329,0.0005283235432094353,4831.666666666667,0,8094930848,6.5041059427291605,86.67396212644206
2022-03-22,51100,52300,50100,51700,2108,0.013725490196078383,대한방직,001070,50587.5,902.3179216677397,52392.135843335476,48782.864156664524,0.8082339309918022,15.132453465622072,0.31125430811282134,51366.666666666664,108280933,0,4.153035790514325,80.59396362352473
2022-03-22,8110,8600,7980,8030,3007905,0.00374999999999992,데이타솔루션,263800,6343.5,1269.1118942726373,8881.723788545274,3805.2762114547254,0.8322205093993268,2.4140353273516504,0.0001682327800375623,8203.333333333334,24674847350,0,4.2888840009363225,81.09241950054181
2022-03-22,7850,7850,7580,7810,189688,-0.005095541401273884,디이엔티,079810,6657.5,905.9445493503104,8469.38909870062,4845.610901299379,0.818038228947485,2.9732473986480117,0.0022498849639523105,7746.666666666667,0,1469449706,8.971399178614927,89.97131714328877
2022-03-22,26400,27250,26050,26550,291508,-0.009328358208955279,로보스타,090360,24005.0,2078.961025981271,28162.92205196254,19847.07794803746,0.8060422932650648,3.9987428379359757,0.0010060472502510757,26616.666666666668,0,7758971266,4.118285993913731,80.46220939609232
2022-03-22,7790,7790,7710,7770,9867,0.005174644243208348,머큐리,100590,7571.0,146.17581401609021,7863.35162803218,7278.64837196782,0.8403435810148719,14.129135663856857,0.05762623265654477,7756.666666666667,76535030,0,6.6030644406843715,86.8474085968685
2022-03-22,3955,4070,3955,4035,179886,0.01001251564455563,메가엠디,133750,3852.5,151.0968674042344,4154.693734808468,3550.306265191531,0.8019586096245002,7.478139375842892,0.0026147955110062434,4020.0,723141720,0,4.812585366421116,82.7959515953619
2022-03-22,4210,4250,4195,4235,53811,0.007134363852556502,모나미,005360,4120.5,82.96955794389027,4286.439115887781,3954.5608841122194,0.8450060565509844,13.605710418938923,0.014089580324532096,4226.666666666667,227441160,0,8.747683185390086,89.74115201549832
2022-03-22,3070,3100,2980,3100,13265353,0.011419249592169667,삼부토건,001470,2563.75,439.8381133565354,3443.4262267130707,1684.0737732869293,0.8047996431617288,2.566811566334427,7.997628688148815e-06,3060.0,0,40591980180,4.420008590951354,81.54984474250669
2022-03-22,17600,17650,17100,17150,138923,-0.022792022792022748,서린바이오,038070,16482.5,481.02822990865013,17444.5564598173,15520.4435401827,0.8469131115895016,9.76011140935722,0.006917667437276394,17300.0,0,2403367900,4.5753472514863756,82.06389745977881
2022-03-22,1900,1925,1870,1895,273191,-0.0026315789473684292,스맥,099440,1815.75,61.735322728059,1939.220645456118,1692.279354543882,0.8209264830002275,8.494815256317974,0.002392779898682493,1896.6666666666667,0,518152263,6.6980708383785155,87.00973242523922
2022-03-22,14500,14650,14200,14600,220520,0.0034364261168384758,알에스오토메이션,140670,13822.5,583.2023662922186,14988.904732584437,12656.095267415563,0.8332891140956153,7.09183710868852,0.0017310426422727616,14483.333333333334,0,3193864666,4.3976164291796485,81.4733037606382
2022-03-22,2640,2680,2545,2635,290114,-0.0018939393939394478,에이엔피,015260,2294.75,283.12390358885636,2860.9978071777127,1728.5021928222873,0.8004426645781385,3.1271624916564487,0.0012033573138185176,2620.0,0,760098680,4.648294040074727,82.29553927424837
2022-03-22,1695,1715,1660,1690,515432,0.0029673590504450953,에이치엘비파워,043220,1595.0,73.71709823807508,1742.4341964761502,1447.5658035238498,0.8221776299888736,6.553548100317255,0.000892306766967821,1688.3333333333333,870221026,0,4.611021838198477,82.17793427228813
2022-03-22,617,621,614,617,154107,-0.0016181229773463146,에이프로젠 H&G,109960,601.0,12.760962003778255,626.5219240075565,575.4780759924435,0.8134559917046753,12.901102671816219,0.00534316574846522,617.3333333333334,95135388,0,4.334774048839291,81.25506364758647
2022-03-22,1600,1630,1595,1625,1476620,0.018808777429467183,에이프로젠 MED,007460,1507.0,94.10800091266017,1695.2160018253203,1318.7839981746797,0.8134696275971093,5.130318312726793,0.00021244497096602682,1616.6666666666667,0,2387202333,7.673809933323866,88.47104089567256
2022-03-22,4100,4165,4040,4105,201605,-0.006053268765133124,엔브이에이치코리아,067570,3937.5,122.0817243980843,4181.663448796168,3693.3365512038313,0.8430079334680267,9.249262064132193,0.005397276703816552,4103.333333333333,0,827252516,4.325800415133372,81.22347962648996
2022-03-22,3000,3040,2955,2975,458821,-0.013266998341625258,우리조명,037400,2797.5,136.46379932437904,3070.4275986487582,2524.5724013512418,0.8251778143338887,6.275341181338502,0.00035813846240270145,2990.0,0,1371874790,7.673604144079719,88.47076736050303
2022-03-22,5810,5810,5590,5640,683808,0.003558718861210064,우양,103840,5409.5,188.9158824232598,5787.33176484652,5031.66823515348,0.8050299385146085,8.268669214967503,0.0014114923589717279,5680.0,3884029440,0,4.589536766890454,82.10942978453087
2022-03-22,4460,4525,4460,4490,36615,0.006726457399103047,원익,032940,4384.75,84.05003271848764,4552.8500654369755,4216.6499345630245,0.8130575818825622,14.168198129651723,0.04082008693276831,4491.666666666667,164462375,0,5.0319529430345415,83.42162133153309
2022-03-22,1260,1270,1255,1265,101320,-0.003937007874015741,윙입푸드,900340,1216.25,40.127266029336816,1296.5045320586737,1135.9954679413263,0.8037211653315672,8.684896019576337,0.00190161625866549,1263.3333333333333,0,128000933,4.179607571813675,80.69351806801373
2022-03-22,2550,2570,2335,2355,1468728,-0.10626185958254264,유진스팩6호,373340,2230.5,103.56665845673871,2437.6333169134773,2023.3666830865227,0.8005310827229343,6.485275659530244,0.004129806729698619,2420.0,0,3554321760,4.44060386635358,81.61968736256802
2022-03-22,6420,6600,6310,6510,4704718,0.014018691588784993,인터파크,035080,6132.5,304.0580798090195,6740.616159618039,5524.383840381961,0.8103847793134701,6.16298057621596,6.688830216453391e-05,6473.333333333333,30455207853,0,4.234947580679394,80.89761197054395
2022-03-22,5000,5000,4890,4990,83652,0.008080808080808133,일진홀딩스,015860,4756.5,183.32527920961908,5123.150558419238,4389.849441580762,0.8184230797393328,7.623267481877537,0.0028756301132301537,4960.0,0,414913920,6.610753293854668,86.86069615727192
2022-03-22,10250,10350,10150,10350,86514,0.0,제로투세븐,159580,9403.0,765.7270367695435,10934.454073539087,7871.545926460913,0.8091832841619425,4.188324774210628,0.0020174026988090113,10283.333333333334,0,889652300,8.027944867814616,88.92328193579156
2022-03-22,13750,13850,13600,13750,8094,0.0,제일파마홀딩스,002620,13372.5,293.560269253809,13959.620538507617,12785.379461492383,0.8214842398117728,12.531175093882965,0.059694206058741775,13733.333333333334,0,111157600,6.625666289784745,86.8863917984506
2022-03-22,6620,6760,6560,6660,1981505,0.016793893129771087,줌인터넷,239340,5271.0,1030.5346083740262,7332.069216748052,3209.9307832519476,0.8369610270031493,2.45262729038758,8.684121055330881e-05,6660.0,13196823300,0,5.36871572771251,84.29824720157237
2022-03-22,3290,3365,3240,3250,67374,-0.024024024024024038,진도,088790,3051.0,162.89809569856035,3376.7961913971208,2725.2038086028792,0.8054056573630017,5.793186493693432,0.00881649213075321,3285.0,0,221323590,5.253260676441292,84.00834297908885
2022-03-22,21350,21600,20900,21450,401313,0.004683840749414525,클래시스,214150,19725.0,1422.2387837549925,22569.477567509985,16880.522432490015,0.8032191253155215,4.573683031412877,0.0006098190734501155,21316.666666666668,0,8554655450,4.176147878021699,80.68061377755313
2022-03-22,2260,2260,2165,2170,108111,-0.04194260485651213,하이제6호스팩,377400,2124.0,35.82119158857138,2195.6423831771426,2052.3576168228574,0.8210390132211307,15.965705506478818,0.11993974815200988,2198.3333333333335,0,237664015,6.532135826891253,86.72355327914033
2022-03-22,7170,7360,7140,7220,277667,0.016901408450704203,한국맥널티,222980,7014.5,150.45457395325548,7315.409147906511,6713.590852093489,0.8414651921181314,12.83844177164567,0.0016278311876365198,7240.0,2010309080,0,7.949351504392851,88.82600600156175
2022-03-22,4005,4045,4005,4025,61695,-0.001240694789081842,한국큐빅,021650,3818.5,153.56380425391922,4125.627608507839,3511.3723914921616,0.8361794809057834,7.388830379916825,0.0038597629251662146,4025.0,0,248322375,6.3956684781052004,86.47857184295795
2022-03-22,2420,2435,2395,2420,595998,0.0020703933747412417,한국토지신탁,034830,2271.5,113.76453002478837,2499.029060049577,2043.9709399504231,0.8263319418795185,6.1443339576938945,0.000555805673969804,2416.6666666666665,1440328500,0,4.186963222693727,80.72089665828258
2022-03-22,2460,2460,2315,2360,237603,-0.03869653767820769,한화플러스제2호스팩,386580,2292.25,55.73610142899038,2403.722202857981,2180.777797142019,0.8038874188496825,11.389486068078474,0.006091497334004194,2378.3333333333335,0,565099135,8.412504609850245,89.37583521655337
